PassengerId,Pclass=1,Pclass=2,Pclass=3,Sex=female,Age,SibSp,Parch,Fare,Embarked=S,Embarked=C,Embarked=Q,Survived
78,0,0,1,0,?,0,0,8.05,1,0,0,N
79,0,1,0,0,0.83,0,2,29,1,0,0,Y
80,0,0,1,1,30,0,0,12.475,1,0,0,Y
81,0,0,1,0,22,0,0,9,1,0,0,N
82,0,0,1,0,29,0,0,9.5,1,0,0,Y
83,0,0,1,1,?,0,0,7.7875,0,0,1,Y
84,1,0,0,0,28,0,0,47.1,1,0,0,N
85,0,1,0,1,17,0,0,10.5,1,0,0,Y
86,0,0,1,1,33,3,0,15.85,1,0,0,Y
87,0,0,1,0,16,1,3,34.375,1,0,0,N
88,0,0,1,0,?,0,0,8.05,1,0,0,N
89,1,0,0,1,23,3,2,263,1,0,0,Y
90,0,0,1,0,24,0,0,8.05,1,0,0,N
91,0,0,1,0,29,0,0,8.05,1,0,0,N
92,0,0,1,0,20,0,0,7.8542,1,0,0,N
93,1,0,0,0,46,1,0,61.175,1,0,0,N
94,0,0,1,0,26,1,2,20.575,1,0,0,N
95,0,0,1,0,59,0,0,7.25,1,0,0,N
96,0,0,1,0,?,0,0,8.05,1,0,0,N
97,1,0,0,0,71,0,0,34.6542,0,1,0,N
98,1,0,0,0,23,0,1,63.3583,0,1,0,Y
99,0,1,0,1,34,0,1,23,1,0,0,Y
100,0,1,0,0,34,1,0,26,1,0,0,N
101,0,0,1,1,28,0,0,7.8958,1,0,0,N
102,0,0,1,0,?,0,0,7.8958,1,0,0,N
103,1,0,0,0,21,0,1,77.2875,1,0,0,N
104,0,0,1,0,33,0,0,8.6542,1,0,0,N
105,0,0,1,0,37,2,0,7.925,1,0,0,N
106,0,0,1,0,28,0,0,7.8958,1,0,0,N
107,0,0,1,1,21,0,0,7.65,1,0,0,Y
108,0,0,1,0,?,0,0,7.775,1,0,0,Y
109,0,0,1,0,38,0,0,7.8958,1,0,0,N
110,0,0,1,1,?,1,0,24.15,0,0,1,Y
111,1,0,0,0,47,0,0,52,1,0,0,N
112,0,0,1,1,14.5,1,0,14.4542,0,1,0,N
113,0,0,1,0,22,0,0,8.05,1,0,0,N
114,0,0,1,1,20,1,0,9.825,1,0,0,N
115,0,0,1,1,17,0,0,14.4583,0,1,0,N
116,0,0,1,0,21,0,0,7.925,1,0,0,N
117,0,0,1,0,70.5,0,0,7.75,0,0,1,N
118,0,1,0,0,29,1,0,21,1,0,0,N
119,1,0,0,0,24,0,1,247.5208,0,1,0,N
120,0,0,1,1,2,4,2,31.275,1,0,0,N
121,0,1,0,0,21,2,0,73.5,1,0,0,N
122,0,0,1,0,?,0,0,8.05,1,0,0,N
123,0,1,0,0,32.5,1,0,30.0708,0,1,0,N
124,0,1,0,1,32.5,0,0,13,1,0,0,Y
125,1,0,0,0,54,0,1,77.2875,1,0,0,N
126,0,0,1,0,12,1,0,11.2417,0,1,0,Y
127,0,0,1,0,?,0,0,7.75,0,0,1,N
128,0,0,1,0,24,0,0,7.1417,1,0,0,Y
129,0,0,1,1,?,1,1,22.3583,0,1,0,Y
130,0,0,1,0,45,0,0,6.975,1,0,0,N
131,0,0,1,0,33,0,0,7.8958,0,1,0,N
132,0,0,1,0,20,0,0,7.05,1,0,0,N
133,0,0,1,1,47,1,0,14.5,1,0,0,N
134,0,1,0,1,29,1,0,26,1,0,0,Y
135,0,1,0,0,25,0,0,13,1,0,0,N
136,0,1,0,0,23,0,0,15.0458,0,1,0,N
137,1,0,0,1,19,0,2,26.2833,1,0,0,Y
138,1,0,0,0,37,1,0,53.1,1,0,0,N
139,0,0,1,0,16,0,0,9.2167,1,0,0,N
140,1,0,0,0,24,0,0,79.2,0,1,0,N
141,0,0,1,1,?,0,2,15.2458,0,1,0,N
142,0,0,1,1,22,0,0,7.75,1,0,0,Y
143,0,0,1,1,24,1,0,15.85,1,0,0,Y
144,0,0,1,0,19,0,0,6.75,0,0,1,N
145,0,1,0,0,18,0,0,11.5,1,0,0,N
146,0,1,0,0,19,1,1,36.75,1,0,0,N
147,0,0,1,0,27,0,0,7.7958,1,0,0,Y
148,0,0,1,1,9,2,2,34.375,1,0,0,N
149,0,1,0,0,36.5,0,2,26,1,0,0,N
150,0,1,0,0,42,0,0,13,1,0,0,N
151,0,1,0,0,51,0,0,12.525,1,0,0,N
152,1,0,0,1,22,1,0,66.6,1,0,0,Y
153,0,0,1,0,55.5,0,0,8.05,1,0,0,N
154,0,0,1,0,40.5,0,2,14.5,1,0,0,N
155,0,0,1,0,?,0,0,7.3125,1,0,0,N
156,1,0,0,0,51,0,1,61.3792,0,1,0,N
157,0,0,1,1,16,0,0,7.7333,0,0,1,Y
158,0,0,1,0,30,0,0,8.05,1,0,0,N
159,0,0,1,0,?,0,0,8.6625,1,0,0,N
160,0,0,1,0,?,8,2,69.55,1,0,0,N
161,0,0,1,0,44,0,1,16.1,1,0,0,N
162,0,1,0,1,40,0,0,15.75,1,0,0,Y
163,0,0,1,0,26,0,0,7.775,1,0,0,N
164,0,0,1,0,17,0,0,8.6625,1,0,0,N
165,0,0,1,0,1,4,1,39.6875,1,0,0,N
166,0,0,1,0,9,0,2,20.525,1,0,0,Y
167,1,0,0,1,?,0,1,55,1,0,0,Y
168,0,0,1,1,45,1,4,27.9,1,0,0,N
169,1,0,0,0,?,0,0,25.925,1,0,0,N
170,0,0,1,0,28,0,0,56.4958,1,0,0,N
171,1,0,0,0,61,0,0,33.5,1,0,0,N
172,0,0,1,0,4,4,1,29.125,0,0,1,N
173,0,0,1,1,1,1,1,11.1333,1,0,0,Y
174,0,0,1,0,21,0,0,7.925,1,0,0,N
175,1,0,0,0,56,0,0,30.6958,0,1,0,N
176,0,0,1,0,18,1,1,7.8542,1,0,0,N
177,0,0,1,0,?,3,1,25.4667,1,0,0,N
178,1,0,0,1,50,0,0,28.7125,0,1,0,N
179,0,1,0,0,30,0,0,13,1,0,0,N
180,0,0,1,0,36,0,0,0,1,0,0,N
181,0,0,1,1,?,8,2,69.55,1,0,0,N
182,0,1,0,0,?,0,0,15.05,0,1,0,N
183,0,0,1,0,9,4,2,31.3875,1,0,0,N
184,0,1,0,0,1,2,1,39,1,0,0,Y
185,0,0,1,1,4,0,2,22.025,1,0,0,Y
186,1,0,0,0,?,0,0,50,1,0,0,N
187,0,0,1,1,?,1,0,15.5,0,0,1,Y
188,1,0,0,0,45,0,0,26.55,1,0,0,Y
189,0,0,1,0,40,1,1,15.5,0,0,1,N
190,0,0,1,0,36,0,0,7.8958,1,0,0,N
191,0,1,0,1,32,0,0,13,1,0,0,Y
192,0,1,0,0,19,0,0,13,1,0,0,N
193,0,0,1,1,19,1,0,7.8542,1,0,0,Y
194,0,1,0,0,3,1,1,26,1,0,0,Y
195,1,0,0,1,44,0,0,27.7208,0,1,0,Y
196,1,0,0,1,58,0,0,146.5208,0,1,0,Y
197,0,0,1,0,?,0,0,7.75,0,0,1,N
198,0,0,1,0,42,0,1,8.4042,1,0,0,N
199,0,0,1,1,?,0,0,7.75,0,0,1,Y
200,0,1,0,1,24,0,0,13,1,0,0,N
201,0,0,1,0,28,0,0,9.5,1,0,0,N
202,0,0,1,0,?,8,2,69.55,1,0,0,N
203,0,0,1,0,34,0,0,6.4958,1,0,0,N
204,0,0,1,0,45.5,0,0,7.225,0,1,0,N
205,0,0,1,0,18,0,0,8.05,1,0,0,Y
206,0,0,1,1,2,0,1,10.4625,1,0,0,N
207,0,0,1,0,32,1,0,15.85,1,0,0,N
208,0,0,1,0,26,0,0,18.7875,0,1,0,Y
209,0,0,1,1,16,0,0,7.75,0,0,1,Y
210,1,0,0,0,40,0,0,31,0,1,0,Y
211,0,0,1,0,24,0,0,7.05,1,0,0,N
212,0,1,0,1,35,0,0,21,1,0,0,Y
213,0,0,1,0,22,0,0,7.25,1,0,0,N
214,0,1,0,0,30,0,0,13,1,0,0,N
215,0,0,1,0,?,1,0,7.75,0,0,1,N
216,1,0,0,1,31,1,0,113.275,0,1,0,Y
217,0,0,1,1,27,0,0,7.925,1,0,0,Y
218,0,1,0,0,42,1,0,27,1,0,0,N
219,1,0,0,1,32,0,0,76.2917,0,1,0,Y
220,0,1,0,0,30,0,0,10.5,1,0,0,N
221,0,0,1,0,16,0,0,8.05,1,0,0,Y
222,0,1,0,0,27,0,0,13,1,0,0,N
223,0,0,1,0,51,0,0,8.05,1,0,0,N
224,0,0,1,0,?,0,0,7.8958,1,0,0,N
225,1,0,0,0,38,1,0,90,1,0,0,Y
226,0,0,1,0,22,0,0,9.35,1,0,0,N
227,0,1,0,0,19,0,0,10.5,1,0,0,Y
228,0,0,1,0,20.5,0,0,7.25,1,0,0,N
229,0,1,0,0,18,0,0,13,1,0,0,N
230,0,0,1,1,?,3,1,25.4667,1,0,0,N
231,1,0,0,1,35,1,0,83.475,1,0,0,Y
232,0,0,1,0,29,0,0,7.775,1,0,0,N
233,0,1,0,0,59,0,0,13.5,1,0,0,N
234,0,0,1,1,5,4,2,31.3875,1,0,0,Y
235,0,1,0,0,24,0,0,10.5,1,0,0,N
236,0,0,1,1,?,0,0,7.55,1,0,0,N
237,0,1,0,0,44,1,0,26,1,0,0,N
238,0,1,0,1,8,0,2,26.25,1,0,0,Y
239,0,1,0,0,19,0,0,10.5,1,0,0,N
240,0,1,0,0,33,0,0,12.275,1,0,0,N
241,0,0,1,1,?,1,0,14.4542,0,1,0,N
242,0,0,1,1,?,1,0,15.5,0,0,1,Y
243,0,1,0,0,29,0,0,10.5,1,0,0,N
244,0,0,1,0,22,0,0,7.125,1,0,0,N
245,0,0,1,0,30,0,0,7.225,0,1,0,N
246,1,0,0,0,44,2,0,90,0,0,1,N
247,0,0,1,1,25,0,0,7.775,1,0,0,N
248,0,1,0,1,24,0,2,14.5,1,0,0,Y
249,1,0,0,0,37,1,1,52.5542,1,0,0,Y
250,0,1,0,0,54,1,0,26,1,0,0,N
251,0,0,1,0,?,0,0,7.25,1,0,0,N
252,0,0,1,1,29,1,1,10.4625,1,0,0,N
253,1,0,0,0,62,0,0,26.55,1,0,0,N
254,0,0,1,0,30,1,0,16.1,1,0,0,N
255,0,0,1,1,41,0,2,20.2125,1,0,0,N
256,0,0,1,1,29,0,2,15.2458,0,1,0,Y
257,1,0,0,1,?,0,0,79.2,0,1,0,Y
258,1,0,0,1,30,0,0,86.5,1,0,0,Y
259,1,0,0,1,35,0,0,512.3292,0,1,0,Y
260,0,1,0,1,50,0,1,26,1,0,0,Y
261,0,0,1,0,?,0,0,7.75,0,0,1,N
262,0,0,1,0,3,4,2,31.3875,1,0,0,Y
263,1,0,0,0,52,1,1,79.65,1,0,0,N
264,1,0,0,0,40,0,0,0,1,0,0,N
265,0,0,1,1,?,0,0,7.75,0,0,1,N
266,0,1,0,0,36,0,0,10.5,1,0,0,N
267,0,0,1,0,16,4,1,39.6875,1,0,0,N
268,0,0,1,0,25,1,0,7.775,1,0,0,Y
269,1,0,0,1,58,0,1,153.4625,1,0,0,Y
270,1,0,0,1,35,0,0,135.6333,1,0,0,Y
271,1,0,0,0,?,0,0,31,1,0,0,N
272,0,0,1,0,25,0,0,0,1,0,0,Y
273,0,1,0,1,41,0,1,19.5,1,0,0,Y
274,1,0,0,0,37,0,1,29.7,0,1,0,N
275,0,0,1,1,?,0,0,7.75,0,0,1,Y
276,1,0,0,1,63,1,0,77.9583,1,0,0,Y
277,0,0,1,1,45,0,0,7.75,1,0,0,N
278,0,1,0,0,?,0,0,0,1,0,0,N
279,0,0,1,0,7,4,1,29.125,0,0,1,N
280,0,0,1,1,35,1,1,20.25,1,0,0,Y
281,0,0,1,0,65,0,0,7.75,0,0,1,N
282,0,0,1,0,28,0,0,7.8542,1,0,0,N
283,0,0,1,0,16,0,0,9.5,1,0,0,N
284,0,0,1,0,19,0,0,8.05,1,0,0,Y
285,1,0,0,0,?,0,0,26,1,0,0,N
286,0,0,1,0,33,0,0,8.6625,0,1,0,N
287,0,0,1,0,30,0,0,9.5,1,0,0,Y
288,0,0,1,0,22,0,0,7.8958,1,0,0,N
289,0,1,0,0,42,0,0,13,1,0,0,Y
290,0,0,1,1,22,0,0,7.75,0,0,1,Y
291,1,0,0,1,26,0,0,78.85,1,0,0,Y
292,1,0,0,1,19,1,0,91.0792,0,1,0,Y
293,0,1,0,0,36,0,0,12.875,0,1,0,N
294,0,0,1,1,24,0,0,8.85,1,0,0,N
295,0,0,1,0,24,0,0,7.8958,1,0,0,N
296,1,0,0,0,?,0,0,27.7208,0,1,0,N
297,0,0,1,0,23.5,0,0,7.2292,0,1,0,N
298,1,0,0,1,2,1,2,151.55,1,0,0,N
299,1,0,0,0,?,0,0,30.5,1,0,0,Y
300,1,0,0,1,50,0,1,247.5208,0,1,0,Y
301,0,0,1,1,?,0,0,7.75,0,0,1,Y
302,0,0,1,0,?,2,0,23.25,0,0,1,Y
303,0,0,1,0,19,0,0,0,1,0,0,N
304,0,1,0,1,?,0,0,12.35,0,0,1,Y
305,0,0,1,0,?,0,0,8.05,1,0,0,N
306,1,0,0,0,0.92,1,2,151.55,1,0,0,Y
307,1,0,0,1,?,0,0,110.8833,0,1,0,Y
308,1,0,0,1,17,1,0,108.9,0,1,0,Y
309,0,1,0,0,30,1,0,24,0,1,0,N
310,1,0,0,1,30,0,0,56.9292,0,1,0,Y
311,1,0,0,1,24,0,0,83.1583,0,1,0,Y
312,1,0,0,1,18,2,2,262.375,0,1,0,Y
313,0,1,0,1,26,1,1,26,1,0,0,N
314,0,0,1,0,28,0,0,7.8958,1,0,0,N
315,0,1,0,0,43,1,1,26.25,1,0,0,N
316,0,0,1,1,26,0,0,7.8542,1,0,0,Y
317,0,1,0,1,24,1,0,26,1,0,0,Y
318,0,1,0,0,54,0,0,14,1,0,0,N
319,1,0,0,1,31,0,2,164.8667,1,0,0,Y
320,1,0,0,1,40,1,1,134.5,0,1,0,Y
321,0,0,1,0,22,0,0,7.25,1,0,0,N
322,0,0,1,0,27,0,0,7.8958,1,0,0,N
323,0,1,0,1,30,0,0,12.35,0,0,1,Y
324,0,1,0,1,22,1,1,29,1,0,0,Y
325,0,0,1,0,?,8,2,69.55,1,0,0,N
326,1,0,0,1,36,0,0,135.6333,0,1,0,Y
327,0,0,1,0,61,0,0,6.2375,1,0,0,N
328,0,1,0,1,36,0,0,13,1,0,0,Y
329,0,0,1,1,31,1,1,20.525,1,0,0,Y
330,1,0,0,1,16,0,1,57.9792,0,1,0,Y
331,0,0,1,1,?,2,0,23.25,0,0,1,Y
332,1,0,0,0,45.5,0,0,28.5,1,0,0,N
333,1,0,0,0,38,0,1,153.4625,1,0,0,N
334,0,0,1,0,16,2,0,18,1,0,0,N
335,1,0,0,1,?,1,0,133.65,1,0,0,Y
336,0,0,1,0,?,0,0,7.8958,1,0,0,N
337,1,0,0,0,29,1,0,66.6,1,0,0,N
338,1,0,0,1,41,0,0,134.5,0,1,0,Y
339,0,0,1,0,45,0,0,8.05,1,0,0,Y
340,1,0,0,0,45,0,0,35.5,1,0,0,N
341,0,1,0,0,2,1,1,26,1,0,0,Y
342,1,0,0,1,24,3,2,263,1,0,0,Y
343,0,1,0,0,28,0,0,13,1,0,0,N
344,0,1,0,0,25,0,0,13,1,0,0,N
345,0,1,0,0,36,0,0,13,1,0,0,N
346,0,1,0,1,24,0,0,13,1,0,0,Y
347,0,1,0,1,40,0,0,13,1,0,0,Y
348,0,0,1,1,?,1,0,16.1,1,0,0,Y
349,0,0,1,0,3,1,1,15.9,1,0,0,Y
350,0,0,1,0,42,0,0,8.6625,1,0,0,N
351,0,0,1,0,23,0,0,9.225,1,0,0,N
352,1,0,0,0,?,0,0,35,1,0,0,N
353,0,0,1,0,15,1,1,7.2292,0,1,0,N
354,0,0,1,0,25,1,0,17.8,1,0,0,N
355,0,0,1,0,?,0,0,7.225,0,1,0,N
356,0,0,1,0,28,0,0,9.5,1,0,0,N
357,1,0,0,1,22,0,1,55,1,0,0,Y
358,0,1,0,1,38,0,0,13,1,0,0,N
359,0,0,1,1,?,0,0,7.8792,0,0,1,Y
360,0,0,1,1,?,0,0,7.8792,0,0,1,Y
361,0,0,1,0,40,1,4,27.9,1,0,0,N
362,0,1,0,0,29,1,0,27.7208,0,1,0,N
363,0,0,1,1,45,0,1,14.4542,0,1,0,N
364,0,0,1,0,35,0,0,7.05,1,0,0,N
365,0,0,1,0,?,1,0,15.5,0,0,1,N
366,0,0,1,0,30,0,0,7.25,1,0,0,N
367,1,0,0,1,60,1,0,75.25,0,1,0,Y
368,0,0,1,1,?,0,0,7.2292,0,1,0,Y
369,0,0,1,1,?,0,0,7.75,0,0,1,Y
370,1,0,0,1,24,0,0,69.3,0,1,0,Y
371,1,0,0,0,25,1,0,55.4417,0,1,0,Y
372,0,0,1,0,18,1,0,6.4958,1,0,0,N
373,0,0,1,0,19,0,0,8.05,1,0,0,N
374,1,0,0,0,22,0,0,135.6333,0,1,0,N
375,0,0,1,1,3,3,1,21.075,1,0,0,N
376,1,0,0,1,?,1,0,82.1708,0,1,0,Y
377,0,0,1,1,22,0,0,7.25,1,0,0,Y
378,1,0,0,0,27,0,2,211.5,0,1,0,N
379,0,0,1,0,20,0,0,4.0125,0,1,0,N
380,0,0,1,0,19,0,0,7.775,1,0,0,N
381,1,0,0,1,42,0,0,227.525,0,1,0,Y
382,0,0,1,1,1,0,2,15.7417,0,1,0,Y
383,0,0,1,0,32,0,0,7.925,1,0,0,N
384,1,0,0,1,35,1,0,52,1,0,0,Y
385,0,0,1,0,?,0,0,7.8958,1,0,0,N
386,0,1,0,0,18,0,0,73.5,1,0,0,N
387,0,0,1,0,1,5,2,46.9,1,0,0,N
388,0,1,0,1,36,0,0,13,1,0,0,Y
389,0,0,1,0,?,0,0,7.7292,0,0,1,N
390,0,1,0,1,17,0,0,12,0,1,0,Y
391,1,0,0,0,36,1,2,120,1,0,0,Y
392,0,0,1,0,21,0,0,7.7958,1,0,0,Y
393,0,0,1,0,28,2,0,7.925,1,0,0,N
394,1,0,0,1,23,1,0,113.275,0,1,0,Y
395,0,0,1,1,24,0,2,16.7,1,0,0,Y
396,0,0,1,0,22,0,0,7.7958,1,0,0,N
397,0,0,1,1,31,0,0,7.8542,1,0,0,N
398,0,1,0,0,46,0,0,26,1,0,0,N
399,0,1,0,0,23,0,0,10.5,1,0,0,N
400,0,1,0,1,28,0,0,12.65,1,0,0,Y
401,0,0,1,0,39,0,0,7.925,1,0,0,Y
402,0,0,1,0,26,0,0,8.05,1,0,0,N
403,0,0,1,1,21,1,0,9.825,1,0,0,N
404,0,0,1,0,28,1,0,15.85,1,0,0,N
405,0,0,1,1,20,0,0,8.6625,1,0,0,N
406,0,1,0,0,34,1,0,21,1,0,0,N
407,0,0,1,0,51,0,0,7.75,1,0,0,N
408,0,1,0,0,3,1,1,18.75,1,0,0,Y
409,0,0,1,0,21,0,0,7.775,1,0,0,N
410,0,0,1,1,?,3,1,25.4667,1,0,0,N
411,0,0,1,0,?,0,0,7.8958,1,0,0,N
412,0,0,1,0,?,0,0,6.8583,0,0,1,N
413,1,0,0,1,33,1,0,90,0,0,1,Y
414,0,1,0,0,?,0,0,0,1,0,0,N
415,0,0,1,0,44,0,0,7.925,1,0,0,Y
416,0,0,1,1,?,0,0,8.05,1,0,0,N
417,0,1,0,1,34,1,1,32.5,1,0,0,Y
418,0,1,0,1,18,0,2,13,1,0,0,Y
419,0,1,0,0,30,0,0,13,1,0,0,N
420,0,0,1,1,10,0,2,24.15,1,0,0,N
421,0,0,1,0,?,0,0,7.8958,0,1,0,N
422,0,0,1,0,21,0,0,7.7333,0,0,1,N
423,0,0,1,0,29,0,0,7.875,1,0,0,N
424,0,0,1,1,28,1,1,14.4,1,0,0,N
425,0,0,1,0,18,1,1,20.2125,1,0,0,N
426,0,0,1,0,?,0,0,7.25,1,0,0,N
427,0,1,0,1,28,1,0,26,1,0,0,Y
428,0,1,0,1,19,0,0,26,1,0,0,Y
429,0,0,1,0,?,0,0,7.75,0,0,1,N
430,0,0,1,0,32,0,0,8.05,1,0,0,Y
431,1,0,0,0,28,0,0,26.55,1,0,0,Y
432,0,0,1,1,?,1,0,16.1,1,0,0,Y
433,0,1,0,1,42,1,0,26,1,0,0,Y
434,0,0,1,0,17,0,0,7.125,1,0,0,N
435,1,0,0,0,50,1,0,55.9,1,0,0,N
436,1,0,0,1,14,1,2,120,1,0,0,Y
437,0,0,1,1,21,2,2,34.375,1,0,0,N
438,0,1,0,1,24,2,3,18.75,1,0,0,Y
439,1,0,0,0,64,1,4,263,1,0,0,N
440,0,1,0,0,31,0,0,10.5,1,0,0,N
441,0,1,0,1,45,1,1,26.25,1,0,0,Y
442,0,0,1,0,20,0,0,9.5,1,0,0,N
443,0,0,1,0,25,1,0,7.775,1,0,0,N
444,0,1,0,1,28,0,0,13,1,0,0,Y
445,0,0,1,0,?,0,0,8.1125,1,0,0,Y
446,1,0,0,0,4,0,2,81.8583,1,0,0,Y
447,0,1,0,1,13,0,1,19.5,1,0,0,Y
448,1,0,0,0,34,0,0,26.55,1,0,0,Y
449,0,0,1,1,5,2,1,19.2583,0,1,0,Y
450,1,0,0,0,52,0,0,30.5,1,0,0,Y
451,0,1,0,0,36,1,2,27.75,1,0,0,N
452,0,0,1,0,?,1,0,19.9667,1,0,0,N
453,1,0,0,0,30,0,0,27.75,0,1,0,N
454,1,0,0,0,49,1,0,89.1042,0,1,0,Y
455,0,0,1,0,?,0,0,8.05,1,0,0,N
456,0,0,1,0,29,0,0,7.8958,0,1,0,Y
457,1,0,0,0,65,0,0,26.55,1,0,0,N
458,1,0,0,1,?,1,0,51.8625,1,0,0,Y
459,0,1,0,1,50,0,0,10.5,1,0,0,Y
460,0,0,1,0,?,0,0,7.75,0,0,1,N
461,1,0,0,0,48,0,0,26.55,1,0,0,Y
462,0,0,1,0,34,0,0,8.05,1,0,0,N
463,1,0,0,0,47,0,0,38.5,1,0,0,N
464,0,1,0,0,48,0,0,13,1,0,0,N
465,0,0,1,0,?,0,0,8.05,1,0,0,N
466,0,0,1,0,38,0,0,7.05,1,0,0,N
467,0,1,0,0,?,0,0,0,1,0,0,N
468,1,0,0,0,56,0,0,26.55,1,0,0,N
469,0,0,1,0,?,0,0,7.725,0,0,1,N
470,0,0,1,1,0.75,2,1,19.2583,0,1,0,Y
471,0,0,1,0,?,0,0,7.25,1,0,0,N
472,0,0,1,0,38,0,0,8.6625,1,0,0,N
473,0,1,0,1,33,1,2,27.75,1,0,0,Y
474,0,1,0,1,23,0,0,13.7917,0,1,0,Y
475,0,0,1,1,22,0,0,9.8375,1,0,0,N
476,1,0,0,0,?,0,0,52,1,0,0,N
477,0,1,0,0,34,1,0,21,1,0,0,N
478,0,0,1,0,29,1,0,7.0458,1,0,0,N
479,0,0,1,0,22,0,0,7.5208,1,0,0,N
480,0,0,1,1,2,0,1,12.2875,1,0,0,Y
481,0,0,1,0,9,5,2,46.9,1,0,0,N
482,0,1,0,0,?,0,0,0,1,0,0,N
483,0,0,1,0,50,0,0,8.05,1,0,0,N
484,0,0,1,1,63,0,0,9.5875,1,0,0,Y
485,1,0,0,0,25,1,0,91.0792,0,1,0,Y
486,0,0,1,1,?,3,1,25.4667,1,0,0,N
487,1,0,0,1,35,1,0,90,1,0,0,Y
